Name,SMILES,Senolytic,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,ATS0dv,ATS1dv,ATS2dv,ATS3dv,ATS4dv,ATS5dv,ATS6dv,ATS7dv,ATS8dv,ATS0d,ATS1d,ATS2d,ATS3d,ATS4d,ATS5d,ATS6d,ATS7d,ATS8d,ATS0Z,ATS1Z,ATS2Z,ATS3Z,ATS4Z,ATS5Z,ATS6Z,ATS7Z,ATS8Z,AATS0dv,AATS0d,AATS0Z,ATSC0dv,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC0d,ATSC1d,ATSC2d,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC7d,ATSC8d,ATSC0Z,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC7Z,ATSC8Z,AATSC0dv,AATSC0d,AATSC0Z,BalabanJ,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,Xch-3d,Xch-4d,Xch-5d,Xch-6d,Xch-7d,Xch-3dv,Xch-4dv,Xch-5dv,Xch-6dv,Xc-3d,Xc-4d,Xc-5d,Xc-6d,Xc-4dv,Xc-6dv,Xpc-4d,Xpc-5d,Xpc-6d,Xp-1d,Xp-2d,Xp-3d,Xp-4d,Xp-5d,Xp-6d,Xp-7d,SZ,MZ,NsLi,NssBe,NssssBe,NssBH,NsssB,NssssB,NsCH3,NdCH2,NssCH2,NtCH,NdsCH,NaaCH,NsssCH,NddC,NtsC,NdssC,NaasC,NaaaC,NssssC,NsNH3,NsNH2,NssNH2,NdNH,NssNH,NaaNH,NtN,NsssNH,NdsN,NaaN,NsssN,NddsN,NaasN,NssssN,NsOH,NdO,NssO,NaaO,NsF,NsSiH3,NssSiH2,NsssSiH,NssssSi,NsPH2,NssPH,NsssP,NdsssP,NsssssP,NsSH,NdS,NssS,NaaS,NdssS,NddssS,NsCl,NsGeH3,NssGeH2,NsssGeH,NssssGe,NsAsH2,NssAsH,NsssAs,NsssdAs,NsssssAs,NsSeH,NdSe,NssSe,NaaSe,NdssSe,NddssSe,NsBr,NsSnH3,NssSnH2,NsssSnH,NssssSn,NsI,NsPbH3,NssPbH2,NsssPbH,NssssPb,SsLi,SssBe,SssssBe,SssBH,SsssB,SssssB,SsCH3,SdCH2,SssCH2,StCH,SdsCH,SaaCH,SsssCH,SddC,StsC,SdssC,SaasC,SaaaC,SssssC,SsNH3,SsNH2,SssNH2,SdNH,SssNH,SaaNH,StN,SsssNH,SdsN,SaaN,SsssN,SddsN,SaasN,SssssN,SsOH,SdO,SssO,SaaO,SsF,SsSiH3,SssSiH2,SsssSiH,SssssSi,SsPH2,SssPH,SsssP,SdsssP,SsssssP,SsSH,SdS,SssS,SaaS,SdssS,SddssS,SsCl,SsGeH3,SssGeH2,SsssGeH,SssssGe,SsAsH2,SssAsH,SsssAs,SsssdAs,SsssssAs,SsSeH,SdSe,SssSe,SaaSe,SdssSe,SddssSe,SsBr,SsSnH3,SssSnH2,SsssSnH,SssssSn,SsI,SsPbH3,SssPbH2,SsssPbH,SssssPb,ECIndex,fragCpx,fMF,nHBAcc,nHBDon,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,FilterItLogS,VMcGowan,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TMPC10,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nHRing,n3HRing,n4HRing,n5HRing,n6HRing,n7HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,naRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,naHRing,n3aHRing,n4aHRing,n5aHRing,n6aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,nAHRing,n3AHRing,n4AHRing,n5AHRing,n6AHRing,n7AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,nFRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,n12FRing,nG12FRing,nFHRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n9FHRing,n10FHRing,n11FHRing,n12FHRing,nG12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n9FaRing,n10FaRing,n11FaRing,n12FaRing,nG12FaRing,nFaHRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n9FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,nG12FaHRing,nFARing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,n12FARing,nG12FARing,nFAHRing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n9FAHRing,n10FAHRing,n11FAHRing,n12FAHRing,nG12FAHRing,nRot,SLogP,SMR,TopoPSA(NO),TopoPSA,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT10,Diameter,Radius,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TMWC10,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,TSRW10,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb2
Azaguanine-8,Nc1nc2[nH]nnc2c(=O)[nH]1,0,0,0,9,10,15,11,0,0,7,4,0,4,6,1,0,0,0,0,0,0,0,216.0,221.0,315.0,276.0,202.0,30.0,0.0,0.0,0.0,62.0,74.0,108.0,87.0,57.0,24.0,11.0,0.0,0.0,506.0,540.0,789.0,705.0,548.0,176.0,31.0,0.0,0.0,14.4,4.133333333333334,33.733333333333334,62.400000000000006,10.439999999999998,10.359999999999996,-24.800000000000004,13.2,-48.08,7.680000000000007,0.0,0.0,9.733333333333333,2.8177777777777773,-0.6400000000000005,-3.222222222222222,-5.844444444444444,0.23111111111111138,1.7911111111111113,0.0,0.0,100.4,-10.160000000000004,28.759999999999998,-49.0,38.4,-80.88000000000001,22.680000000000007,0.0,0.0,4.16,0.6488888888888888,6.693333333333333,2.040436759827298,441.02416352868136,16,12,5,1,0,10,11,12,4,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.11785113019775792,0.20693027063286606,0.40205748028433336,0.0,0.0,0.025,0.037655764746872634,0.8271268251449497,0.0,0.1642664266089148,0.0,0.0,0.0,1.7213008200490045,3.0048828966556194,3.8924048752062035,5.270856947829096,4.908698046195933,3.9280453844475036,3.5298173828054957,2.2061913097581547,1.46824225728353,0.7114557088763478,12.999999999999998,0.8666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04958333333333376,0.46337962962963,0.0,0.0,5.241666666666666,0.0,0.0,0.0,4.716851851851851,0.0,0.0,0.0,10.620324074074075,0.0,0.0,0.0,0.0,0.0,10.962592592592593,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,95,34.07,0.6,5,3,1.8062389286533895,3.3735572622751846,3.773557262275185,3.773557262275185,3.773557262275185,3.773557262275185,27.093583929800843,50.60335893412777,56.603358934127776,56.603358934127776,56.603358934127776,56.603358934127776,2.1006516669551294,0.5333333333333341,0.13333333333333375,0.13333333333333375,0.13333333333333375,0.13333333333333375,18.193803883104906,39.082698448812074,39.48589844881208,39.48589844881208,39.48589844881208,39.48589844881208,38.5301834256425,21.308010240317778,20.570083176578766,20.570083176578766,20.570083176578766,20.570083176578766,-1.3250080879135662,94.05000000000005,59.63913992989844,5.733667477162185,9.77851570501903,5.098681808301038,4.9839785209472085,5.098681808301038,5.213385095654868,0.0,0.0,0.0,0.0,11.16387793838399,5.948339280986494,5.559266895052007,0.0,0.0,25.37870575415136,0.0,0.0,5.733667477162185,10.35380407912383,0.0,0.0,11.29293437221419,25.37870575415136,0.0,0.0,0.0,4.794537184071822,0.0,11.16387793838399,0.0,5.948339280986494,0.0,0.0,17.02430689365476,5.647177220767728,0.0,0.0,0.0,0.0,25.37870575415136,5.733667477162185,4.794537184071822,0.0,16.988611111111112,9.311157407407407,5.317314814814815,0.04958333333333376,0.0,0.0,0.0,0.0,17,22,29,29,27,20,17,6,0,190,2.9444389791664403,3.6699514442284173,4.335655417491759,5.003526754858961,5.387643770127907,5.715330126472461,5.820152475411793,6.079226781456574,5.481484919552927,0.0,7.508048050924298,16.749171999999998,6.590828,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3766000000000003,36.71679999999999,113.34,113.34,2.5,1.333333333333334,0.875,0.6044444444444446,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.07843137254901963,0.062499999999999986,0.060444444444444446,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.4497091503267973,5,3,12.0,4.07753744390572,4.919980925828125,5.802118375377063,6.660575149839686,7.544861068658458,8.407601514786142,9.291274989472182,10.155762630356586,11.038640684660965,90.89835278288493,3.2188758248682006,0.0,4.532599493153256,2.3978952727983707,6.042632833682381,4.59511985013459,7.653969180478774,6.6052979209482015,9.317848579691468,55.36423895575524,152.044658748,10.136310583199998,138,14,58.0,68.0,2.388888888888889
Allantoin,NC(=O)NC1NC(=O)NC1=O,0,0,0,0,0,17,11,0,0,7,6,0,4,4,3,0,0,0,0,0,0,0,222.0,184.0,260.0,205.0,188.0,150.0,54.0,0.0,0.0,58.0,68.0,99.0,83.0,57.0,34.0,18.0,4.0,0.0,538.0,515.0,778.0,659.0,523.0,421.0,179.0,18.0,0.0,13.058823529411764,3.411764705882353,31.647058823529413,86.47058823529414,6.117647058823528,0.899653979238749,-62.73702422145329,17.425605536332178,11.14878892733564,-14.096885813148791,-1.9930795847750833,0.0,11.882352941176471,0.4705882352941186,-2.342560553633217,-3.7128027681660907,-0.35640138408304567,-2.816608996539793,1.141868512110726,1.6747404844290654,0.0,142.47058823529412,-15.588235294117641,21.840830449826992,-102.26643598615917,24.19031141868512,19.795847750865057,-24.15570934256056,4.948096885813143,0.0,5.086505190311421,0.698961937716263,8.380622837370241,2.3420176614273256,225.37706033746232,17,11,14,3,0,0,3,14,3,0,0,1,0,0,1,0,0,0,0.25,0.0,0.0,0.09622504486493763,0.26049147147385243,0.27159151841881124,0.0,0.0,0.03608439182435161,0.04750497846161529,1.0992923521208584,0.0,0.11785113019775792,0.0,0.0,0.0,1.5154195771444368,2.3019966562826526,2.7634002622443203,5.092224152875015,4.943488886404994,3.0581641132324733,2.6065169971071667,1.630178439900726,0.6418083217603121,0.3075296614407076,13.666666666666666,0.8039215686274509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0416666666666672,0,0.0,-2.129722222222222,0.0,0.0,0.0,0.0,4.6985903250188965,0.0,0.0,6.053148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.252983749055176,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,100,11.07,0.29411764705882354,3,4,1.9542473996920802,2.8895494308620875,3.6168746059562222,3.852168723603281,3.9698157824268097,3.9698157824268097,33.222205794765365,49.12234032465549,61.486868301255775,65.48686830125578,67.48686830125577,67.48686830125577,2.133215441558259,1.1979134103882516,0.47058823529411686,0.235294117647058,0.11764705882352944,0.11764705882352944,20.37918021873559,29.793258783802013,34.250197768822346,37.78031541588116,37.89890365117529,37.89890365117529,39.32131222101308,29.131056331526615,23.890922916767025,20.207164961619362,19.96158109794285,19.96158109794285,0.010314425216045586,100.99000000000008,61.302289765458276,16.367244685174846,10.111325788078153,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.165775612134527,0.0,5.907179729351506,14.383611552215466,0.0,15.950365812018994,5.733667477162185,6.165775612134527,0.0,0.0,0.0,0.0,21.684033289181176,24.135184366162175,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,9.589074368143644,0.0,24.135184366162175,0.0,0.0,0.0,0.0,0.0,10.633577208012662,5.316788604006331,5.733667477162185,14.383611552215466,0.0,31.252983749055176,6.053148148148148,4.6985903250188965,-0.6168518518518515,-1.5128703703703703,-1.0416666666666672,0.0,0.0,15,16,20,17,10,7,2,0,0,109,2.70805020110221,3.091042453358316,3.1354942159291497,3.4657359027997265,3.4965075614664802,2.9444389791664403,2.70805020110221,1.9459101490553132,0.0,0.0,5.135798437050262,17.486757999999995,9.763242,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1798,33.18149999999999,113.32,113.32,3.5,1.1111111111111116,1.1666666666666667,0.4000000000000001,0.2711111111111111,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0740740740740741,0.10606060606060606,0.04444444444444445,0.038730158730158726,0.0,0.0,0.0,0.0,0.0,0.5814911014911014,6,3,11.0,3.970291913552122,4.74493212836325,5.602118820879701,6.408528791059498,7.264730177929867,8.08487062913819,8.937349848267392,9.764857469366598,10.614253605184526,87.39193338374115,3.1354942159291497,0.0,4.418840607796598,2.3978952727983707,5.849324779946859,4.727387818712341,7.354362330421477,6.762729506931879,8.90557995798965,54.551614490526326,158.043990052,9.296705297176471,157,11,52.0,57.0,2.4444444444444446
Acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,0,0,5,5,19,13,0,0,9,6,0,4,4,3,2,0,0,0,0,0,0,232.8888888888889,143.0,271.1111111111111,177.66666666666669,213.33333333333331,125.66666666666666,64.66666666666666,105.0,0.0,70.0,77.0,106.0,85.0,71.0,54.0,39.0,26.0,13.0,1050.0,996.0,1435.0,1176.0,891.0,550.0,438.0,384.0,97.0,12.25730994152047,3.6842105263157894,55.26315789473684,104.79532163742691,3.6549707602339185,41.48107109879963,-81.39027393044013,27.88919667590028,-4.157894736842107,-49.03231763619575,34.257002154509074,-65.55001538935058,16.105263157894736,1.2105263157894752,-0.903047091412741,3.3601108033240994,-4.61218836565097,-4.947368421052632,-8.246537396121882,-2.808864265927979,6.085872576177284,366.0,36.0,151.0,-84.0,-3.0,-218.0,-30.0,-90.0,-95.0,5.515543244075101,0.8476454293628809,19.263157894736842,2.363798679421267,422.35246826398924,19,13,11,3,0,5,8,14,5,0,0,1,0,0,1,0,0,0,0.25,0.0,0.0,0.11785113019775792,0.1422588984322123,0.2665558843957724,0.0,0.0,0.06123724356957946,0.10561862178478974,2.1227354067776396,0.28867513459481287,0.4330127018922193,0.14433756729740643,0.05892556509887896,0.032274861218395144,2.458895067321546,3.016038735097808,3.5076474096160393,5.892865415757243,6.371575872725564,3.57071052537358,2.74226684559916,1.7057909980091173,1.1733039607650892,0.651228678684631,19.000000000000004,1.0000000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2758125472411188,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.34988945578231223,-0.2150231481481475,0.0,0.0,0.0,4.768336640211641,0.0,0.0,2.283240740740741,0.0,0.0,0.0,0.0,6.681550925925926,0.0,0.0,0.0,0.0,0.0,31.929128401360543,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.7010185185185183,0.0,-3.824175170068027,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,140,13.09,0.2631578947368421,6,2,2.2339979078388277,3.5368867237421666,3.7871439606981383,3.7871439606981383,3.7871439606981383,3.7871439606981383,42.44596024893772,67.20084775110116,71.95573525326463,71.95573525326463,71.95573525326463,71.95573525326463,2.0139296056047575,0.7110407897014186,0.4607835527454469,0.4607835527454469,0.4607835527454469,0.4607835527454469,30.532675759940812,46.0267518203152,47.64732690464051,47.64732690464051,47.64732690464051,47.64732690464051,48.79139500161462,30.218282478116762,28.20785970256444,28.20785970256444,28.20785970256444,28.20785970256444,-0.8836993393282091,133.69000000000005,78.02145102207903,5.316788604006331,4.794537184071822,13.556770721936878,0.0,10.197363616602075,11.336785877934737,0.0,6.923737199690624,0.0,0.0,0.0,15.378393889864384,10.023291153407584,13.212334168400758,0.0,10.197363616602075,5.138973737607942,11.263392880364169,5.316788604006331,0.0,0.0,0.0,10.455762341614273,24.522340330282518,14.817828337479405,0.0,6.923737199690624,4.339655680673546,0.0,0.0,0.0,5.131558479839333,0.0,10.023291153407584,15.378393889864384,11.336785877934737,0.0,6.923737199690624,0.0,0.0,15.514152220608405,5.138973737607942,13.212334168400758,21.087038926681785,10.519172808012094,13.841021825396826,0.0,-0.34988945578231223,0.0,0.0,1.2758125472411188,-3.824175170068027,19,19,22,21,21,15,6,0,0,149,2.970414465569701,3.6176519448255684,3.86859344750081,4.357509787885796,4.523146350509501,4.78957290898587,4.523146350509501,3.944006051281197,0.0,0.0,6.300441698771794,23.28675799999999,17.143241999999997,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.8561000000000003,45.58590000000001,115.03999999999999,151.66,5.0,1.5555555555555562,1.0,0.7750000000000001,0.32666666666666666,0.24489795918367344,0.0,0.0,0.0,0.0,0.38461538461538464,0.08187134502923979,0.07142857142857141,0.059615384615384626,0.04083333333333333,0.04897959183673469,0.0,0.0,0.0,0.0,0.6873436108586485,7,4,13.0,4.174387269895637,4.948759890378168,5.831882477283517,6.642486801367256,7.522400231387125,8.34924780056679,9.225524507301223,10.061217533302013,10.934374023807974,93.69028053528969,3.295836866004329,0.0,4.634728988229636,2.3978952727983707,6.115892125483034,4.59511985013459,7.666221925662725,6.6052979209482015,9.256937657352966,57.56793060661385,221.988132052,11.683585897473684,257,14,64.0,70.0,2.7499999999999996
Metformin hydrochloride,CN(C)C(=N)NC(=N)N,0,0,5,0,0,20,9,0,0,5,11,0,4,5,0,0,0,0,0,0,0,0,116.0,106.0,121.0,80.0,71.0,14.0,0.0,0.0,0.0,47.0,48.0,75.0,68.0,63.0,48.0,21.0,18.0,0.0,400.0,407.0,523.0,492.0,415.0,272.0,123.0,18.0,0.0,5.8,2.35,20.0,71.0,22.75,3.25,-43.0,-1.75,-32.5,-24.75,40.5,0.0,10.55,2.9774999999999996,-4.447500000000002,-3.2800000000000002,-2.6774999999999993,-2.625,2.5725000000000007,2.205000000000001,0.0,155.0,-11.25,52.25,-110.0,0.25,2.5,-123.75,112.5,0.0,3.55,0.5275000000000001,7.75,3.376600515177144,126.919684538544,19,8,17,2,0,0,2,17,2,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772838841927122,0.0,0.23570226039551584,0.0,0.0,0.0,1.412225138403351,1.052198841323242,1.3608276348795432,4.036581260209188,3.850849930561872,1.9812607321322002,1.0157355747428491,0.5443310539518174,0.0,0.0,11.666666666666664,0.5833333333333333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.385462962962963,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.10074074074074013,0.0,0.0,0.0,0.0,4.935833333333333,0.0,13.785,2.3125,0.0,0.0,0.0,0.0,0.0,1.5152777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,63,8.05,0.0,2,4,1.4387586809150081,2.908694969562842,3.1464393446710153,3.2464393446710154,3.3464393446710154,3.3464393446710154,28.775173618300162,58.17389939125684,62.92878689342031,64.92878689342031,66.92878689342031,66.92878689342031,2.8831694139723547,1.4132331253245205,1.1754887502163474,1.0754887502163473,0.9754887502163472,0.9754887502163472,13.059403715971456,22.98748532128868,24.32743165139772,25.72813165139772,25.82893165139772,25.82893165139772,33.86335853677223,22.183909466055145,20.43960011546978,18.814250449048625,18.582057639559885,18.582057639559885,0.16792592928332606,108.52000000000012,53.85436592037309,10.633577208012664,16.135355815589374,0.0,0.0,0.0,0.0,0.0,14.09534396535438,0.0,0.0,11.91910913748767,0.0,0.0,0.0,10.818567211583044,10.216698334856808,5.733667477162185,0.0,14.09534396535438,0.0,0.0,0.0,11.050456081168516,30.91436283369253,0.0,10.818567211583044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91910913748767,0.0,0.0,4.899909730850478,14.09534396535438,0.0,5.316788604006331,16.55223468874523,0.0,0.0,1.5152777777777777,16.0975,4.935833333333333,-0.10074074074074013,0.0,0.0,0.0,3.385462962962963,10,8,6,4,0,0,0,0,0,45,2.3978952727983707,2.70805020110221,2.5649493574615367,2.4849066497880004,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,4.143134726391533,19.51472299999999,12.745276999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.034159999999999,36.46349999999999,88.99000000000001,88.99000000000001,3.0,1.1111111111111116,0.5,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.11111111111111117,0.0625,0.053333333333333344,0.0,0.0,0.0,0.0,0.0,0.0,0.6019444444444445,5,3,8.0,3.6109179126442243,4.290459441148391,5.0689042022202315,5.783825182329737,6.555356891810665,7.284134806195205,8.049746290952191,8.78523362361273,9.546884034617925,75.9754623855313,2.833213344056216,0.0,4.04305126783455,0.0,5.3981627015177525,0.0,6.816735880594968,0.0,8.26796230533871,36.3591254993422,129.10144535199998,6.455072267599999,96,8,36.0,36.0,2.111111111111111
