Name,SMILES,Senolytic,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Edrophonium chloride,CC[N+](C)(C)c1cccc(O)c1,0,9.261910430839002,9.261910430839002,0.3399537037037039,0.3399537037037039,0.6659702056085907,11.583333333333334,166.24399999999997,150.11599999999996,166.12264055209,66,0,1.3333333333333333,2.0,2.5,2.0450305908629405,3.026535165036495,268.2960188386611,9.190234444311992,7.910935048944968,7.910935048944968,5.559678737419713,4.186342538749178,4.186342538749178,3.5210764752471193,3.5210764752471193,2.319278869871456,2.319278869871456,1.0521236134697067,1.0521236134697067,-1.02,445.81666880812105,9.071074681238617,3.1515896434999315,1.7688978113117904,73.6552104860781,5.106527394840706,11.436898107967467,0.0,0.0,0.0,0.0,4.483030857694624,0.0,0.0,0.0,6.06636706846161,19.056471336613843,6.06636706846161,20.640100371266954,5.106527394840706,5.687386274683562,0.0,4.483030857694624,0.0,6.923737199690624,20.640100371266954,24.26546827384644,0.0,5.749511833283905,4.483030857694624,5.687386274683562,5.749511833283905,0.0,25.746627766107657,0.0,0.0,6.923737199690624,24.26546827384644,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,16.71517353829076,0.0,6.06636706846161,18.19910120538483,21.019081165045005,0.0,0.7999999999999999,0.0,0.0,9.261910430839002,1.1365740740740744,0.3399537037037039,7.408935185185185,0.0,3.146330309901739,4.239629629629629,0.4,12,1,2,0,0,0,1,0,1,1,1,2,2,0,0,0,1,1.9790000000000003,52.28980000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Moroxidine hydrochloride,N=C(N)NC(=N)N1CCOCC1,0,7.451944444444444,7.451944444444444,0.17203703703703765,-0.20232237339380177,0.2698062526888334,17.166666666666668,171.20399999999998,158.1,171.112010036,68,0,1.3333333333333333,1.9166666666666667,2.4166666666666665,2.047189822463458,2.3442110400895437,186.37746628659804,8.974691494688164,6.7612392798996375,6.7612392798996375,5.698377302757663,3.722087733568094,3.722087733568094,2.486702527307361,2.486702527307361,1.5803821332997208,1.5803821332997208,0.9935752961713263,0.9935752961713263,-1.3,515.8918352607915,8.793457943925233,3.911732111460387,2.3870748299319726,70.69196422514395,15.370440161812713,0.0,11.91910913748767,0.0,0.0,0.0,16.135355815589374,0.0,0.0,0.0,0.0,0.0,13.08951281182515,13.213763929025836,4.736862953800049,11.91910913748767,10.818567211583044,10.216698334856808,5.733667477162185,0.0,26.303276740850986,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,43.12229560918913,4.736862953800049,10.818567211583044,0.0,0.0,0.0,0.0,0.0,98.22,0.0,0.0,0.0,11.91910913748767,26.303276740850986,0.0,0.0,4.899909730850478,0.0,5.316788604006331,21.28909764254528,5.1038038548752835,0.0,1.7826388888888889,16.79046130952381,5.073464427437641,-0.030285336356764114,0.0,0.0,2.6132501889644746,0.0,0.6666666666666666,12,5,6,0,1,1,0,0,0,3,4,6,0,0,1,1,1,-1.2635599999999996,45.16850000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,0,10.527246927577615,10.527246927577615,0.05370275888133014,-0.837592592592592,0.8026316327602356,12.428571428571429,213.664,201.56799999999996,213.055656304,76,0,1.4285714285714286,2.0,2.4285714285714284,2.152662874564412,2.782977187746648,310.402966410215,10.55204176387779,7.611741536483899,8.367670482502353,6.6302289553358005,4.305053781112119,4.683018254121346,3.082039597478802,3.5184753779507862,2.046947477345725,2.2989237926852093,1.2829985791968497,1.408986736866592,-1.06,1291.597724738647,11.017279752704791,4.97980295758765,3.0132151439158164,87.49008435321755,10.84019487200289,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,23.733674027155736,24.24094203453279,10.940539359902719,6.4208216229260096,9.901064578912528,17.570245178184365,0.0,0.0,5.733667477162185,12.338727669087403,6.544756405912575,34.85155307928476,0.0,0.0,5.733667477162185,0.0,0.0,11.600939890232516,17.62058908870513,4.794537184071822,0.0,17.9021791607844,24.26546827384644,5.022633313741326,0.0,0.0,63.32000000000001,5.969305287951849,4.794537184071822,0.0,12.338727669087403,11.567389719653901,5.563451491696996,0.0,12.13273413692322,12.13273413692322,0.0,22.441134762235407,0.0,5.717706793622798,10.527246927577615,9.288039948489685,6.410836640211641,-0.9720679012345679,7.091665406903502,0.05370275888133014,0.3273138699924414,0.0,0.3,14,3,3,0,0,0,1,0,1,2,2,4,4,0,0,0,1,1.857,55.50020000000002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acyclovir,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0,11.410637676366843,11.410637676366843,0.029081658898127527,-0.38573315591668744,0.554385971786765,11.0625,225.20799999999997,214.11999999999998,225.086189212,86,0,1.625,2.4375,3.1875,2.6210368602518486,2.3607877514506095,546.0876253223264,11.543605595440512,8.381371844866452,8.381371844866452,7.7195453528128395,4.613430051544285,4.613430051544285,3.0986930961688386,3.0986930961688386,1.9591029223873324,1.9591029223873324,1.2927101546233108,1.2927101546233108,-1.9300000000000002,5884.2277512654,10.5832429991603,4.289049481140565,1.8772308667996151,89.69516162363053,15.57705782580294,6.730816747499484,11.16387793838399,5.948339280986494,5.559266895052007,0.0,14.345615352810384,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,0.0,19.541084003790377,9.843390348640755,17.112217219370486,0.0,19.51903521063298,0.0,6.730816747499484,18.94743140618802,16.68112415388837,0.0,0.0,11.29293437221419,5.948339280986494,0.0,0.0,37.83932653449953,11.467679701299534,0.0,0.0,11.121857258836364,0.0,11.16387793838399,0.0,119.04999999999998,0.0,4.794537184071822,0.0,36.96888757018009,5.647177220767728,0.0,10.894419722555895,0.0,0.0,14.951935562841626,15.57705782580294,6.633219954648526,0.0,21.610906163391284,8.555883356428993,5.603646017048795,0.029081658898127527,0.0,1.4342469765684052,0.2996825396825398,0.0,0.375,16,4,8,0,0,0,0,2,2,7,3,8,4,0,0,0,2,-1.3318000000000003,55.59890000000001,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0,11.585061728395061,11.585061728395061,0.1209259259259261,-3.478981481481481,0.7373478458184286,18.0,230.676,223.61999999999998,229.991676144,74,0,1.4285714285714286,2.142857142857143,2.857142857142857,2.0496222813148033,2.7671592529145994,522.1428588468092,10.344934982691242,7.281973747469651,8.854399274415831,6.4880004301477125,3.865811327514353,5.726939048117973,2.914759094499707,5.002019001217621,1.7815972000920963,3.486853592835237,1.248503421871983,2.7009408429809247,-1.07,1297.4109040722706,9.483686286009064,2.963490260121695,1.486092875465252,86.66468298352586,0.0,10.731103261275045,0.0,0.0,10.023291153407584,0.0,4.722094864452088,13.410201716964607,0.0,0.0,11.600939890232516,25.122838405075452,5.022633313741326,5.687386274683562,8.417796984328938,33.14723710408093,0.0,4.722094864452088,4.992404732635669,11.819220675208399,0.0,23.221734519126155,0.0,0.0,4.722094864452088,5.687386274683562,0.0,11.600939890232516,14.253416770086208,10.023291153407584,0.0,6.923737199690624,28.086989413538273,5.022633313741326,0.0,0.0,58.53,10.023291153407584,8.417796984328938,0.0,4.895483475517775,16.54563937418216,0.0,6.06636706846161,19.056471336613843,0.0,9.714499597087757,11.600939890232516,25.472685185185185,5.699631991685562,4.17119598765432,0.3785907974300833,0.4218981481481485,0.3609467120181409,4.576118827160494,0.0,1.5923582766439908,-3.478981481481481,0.125,14,1,4,0,1,1,1,0,1,3,1,6,0,0,0,0,2,1.6818,54.54250000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amidopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0,12.352966742252457,12.352966742252457,0.015000000000000346,0.015000000000000346,0.7846896255721666,10.588235294117647,231.29900000000004,214.16299999999998,231.137162164,90,0,1.1176470588235294,1.7058823529411764,2.176470588235294,2.5117362998439665,2.73026047273788,578.7023102137921,12.576985790260121,10.636640422911869,10.636640422911869,8.036581260209188,5.550875725254682,5.550875725254682,4.304556105345102,4.304556105345102,2.971038346477763,2.971038346477763,2.0691153529681183,2.0691153529681183,-1.9699999999999995,7726.100858320041,11.513497683888872,4.125142550519024,1.7533355056803268,100.68682649695076,4.899909730850478,5.687386274683562,0.0,0.0,5.559266895052007,0.0,9.476340119217006,4.681802935145185,0.0,0.0,18.19910120538483,19.056471336613843,21.143015948031568,11.381314269532023,0.0,5.687386274683562,0.0,9.36360587029037,7.04767198267719,6.923737199690624,18.99525369620486,46.37956741628034,0.0,5.687386274683562,10.459176625902485,5.687386274683562,0.0,0.0,23.45894983564475,7.04767198267719,6.923737199690624,5.693927994848461,35.126372526379875,0.0,5.687386274683562,0.0,30.17,0.0,4.794537184071822,0.0,5.559266895052007,0.0,17.068700544215584,0.0,4.681802935145185,67.9803011560259,0.0,0.0,3.5671296296296298,0.0,14.211207482993197,0.0,2.5950056689342413,0.0,9.663323885109598,0.0,1.954537037037037,5.675462962962962,0.3076923076923077,17,0,4,0,0,0,1,1,2,4,0,4,2,0,0,0,2,1.55042,70.07400000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,0,10.473840834173174,10.473840834173174,0.047574640967498194,-3.3987781872008065,0.453312740145793,13.0,246.30599999999998,232.194,246.023180168,86,0,0.7857142857142857,1.0714285714285714,1.2857142857142858,1.9177908590097643,3.4084654000021937,304.51801900399903,11.242640687119287,8.094413448457095,9.727406610312547,6.207106781186548,3.893846850117352,7.526840011972803,2.75930562250979,6.0472067242285465,1.1334941513868706,2.3231321849709867,0.6247247055843104,1.4659258262890682,-0.1800000000000001,531.2280679457048,13.82,5.640369803534786,11.820000000000002,84.45985657451557,0.0,0.0,0.0,0.0,20.236253718067108,0.0,8.366170865299415,0.0,16.835593968657875,0.0,0.0,12.841643245852019,0.0,25.725302296048646,25.20176483395729,20.236253718067108,0.0,0.0,0.0,12.841643245852019,25.725302296048646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.560896264706514,28.60242458336652,0.0,12.841643245852019,0.0,0.0,0.0,0.0,86.74000000000001,20.236253718067108,16.835593968657875,0.0,13.213763929025836,12.841643245852019,12.511538367022808,0.0,0.0,0.0,8.366170865299415,0.0,50.75281940245233,0.0,0.0,0.0,0.0,0.0,0.0,2.7829210233476105,0.09514928193499639,-6.797556374401611,1.0,14,0,6,0,0,0,0,0,0,6,0,8,7,0,0,0,0,-0.2809999999999997,50.82560000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,0,9.78675855064248,9.78675855064248,0.2956481481481483,-0.4985204081632657,0.7315916457547719,13.11111111111111,248.32600000000002,228.16599999999997,248.15247788,98,0,1.3333333333333333,2.1666666666666665,2.9444444444444446,2.8194726206560503,1.914309542148051,493.2545779023451,12.957819157813608,10.811127332664299,10.811127332664299,8.66470379794645,6.269124352448222,6.269124352448222,4.722831932066817,4.722831932066817,2.7479028014485376,2.7479028014485376,1.7990786308584297,1.7990786308584297,-1.52,16668.72213331857,12.924574773916186,5.887242090843924,3.2439068615073854,106.96952192393705,20.144157473594294,18.460360185545124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.913841467842857,18.19910120538483,29.68636573875467,0.0,9.843390348640755,10.902924932081056,0.0,10.30076712495354,0.0,25.993281616277514,13.151638370425493,30.462311845459517,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,0.0,35.38795150310967,0.0,0.0,13.847474399381248,30.462311845459517,0.0,10.902924932081056,0.0,57.279999999999994,6.103966387748303,5.106527394840706,0.0,0.0,19.193479199573453,16.652436765364964,0.0,0.0,44.30978624484076,10.30076712495354,4.736862953800049,5.661687452758882,0.0,3.132826301434256,14.007339432686656,1.0437918608801549,0.8030990173847318,8.195710375199463,1.3846876574703952,4.937524568852131,0.0,0.42857142857142855,18,3,4,0,0,0,1,1,2,3,3,4,6,0,0,0,2,1.9055999999999995,72.93920000000004,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khellin,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0,12.186806500377928,12.186806500377928,0.16944444444444406,-0.16944444444444406,0.7085712012777102,11.105263157894736,260.24499999999995,248.14899999999994,260.06847348400004,98,0,1.105263157894737,1.8421052631578947,2.526315789473684,2.841898446474252,2.6822776237565717,825.0705035872229,13.568549621822843,10.773292259888192,10.773292259888192,9.168233757796587,5.726302449832604,5.726302449832604,4.1553213863877865,4.1553213863877865,3.0284880761126196,3.0284880761126196,2.284154923948683,2.284154923948683,-2.43,33133.6939874433,11.64865884053962,4.04936789559114,1.5103346567844445,107.8773171733006,18.30802778170679,16.895983466623143,16.594830675185023,5.749511833283905,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,12.990104268152233,6.06636706846161,25.86898229265892,18.30802778170679,21.938488712214074,0.0,0.0,0.0,6.923737199690624,14.219595082555067,34.37947212740908,0.0,11.49902366656781,14.90251629950064,0.0,11.49902366656781,0.0,14.219595082555067,0.0,6.923737199690624,5.760247418874442,32.02473619074079,0.0,21.938488712214074,0.0,61.81,0.0,4.794537184071822,0.0,5.428790391900541,39.19775979765633,0.0,26.549125146655733,12.990104268152233,0.0,0.0,18.30802778170679,21.693067838246407,0.0,12.186806500377928,1.0433824640967502,0.6707407407407413,1.3413510959939534,3.158366402116402,1.5197619047619046,1.7074300831443687,3.012426303854875,0.21428571428571427,19,0,5,0,0,0,1,2,3,5,0,5,2,0,0,0,3,2.8648200000000017,70.09700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimelidine dihydrochloride monohydrate,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,0,4.2120423910304865,4.2120423910304865,0.9030670115268329,0.9030670115268329,0.8516726555149139,11.894736842105264,317.22999999999996,300.094,316.05751064400005,98,0,1.1578947368421053,1.894736842105263,2.473684210526316,2.4173968963370345,2.3987415139253154,544.7214333116931,13.664925939000156,11.175650867902325,12.76164740701703,9.164703797946448,6.178342538976578,6.971340808533929,4.628636017557813,5.544311546349504,2.788326685375303,3.316992198413536,1.8277579172425455,2.092090673761663,-1.4500000000000002,22742.87000073882,13.969642403063043,6.639812137829195,4.012444278389034,122.47063412215101,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,40.20506521016806,43.43100119250547,28.974614556668136,0.0,0.0,21.503048428018616,0.0,9.883888251797686,0.0,0.0,20.640100371266954,70.4675321600561,0.0,0.0,0.0,0.0,0.0,15.929943897949348,30.523988623064643,0.0,0.0,11.126902983393991,59.340629176662105,0.0,5.573104530069267,0.0,16.130000000000003,0.0,0.0,0.0,0.0,0.0,16.580927413441984,11.136556021766264,6.196843571613076,12.263210640074686,76.31703156424335,0.0,1.0920335726883348,3.4729917406777524,6.360083301839254,0.0,3.568539304610734,0.0,12.440263014928194,5.942893452905854,0.9030670115268329,4.1367952674897115,0.1875,19,0,2,0,0,0,1,1,2,2,0,3,4,0,0,0,2,3.8374000000000024,84.01200000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0,10.90073082010582,10.90073082010582,0.1992611489040057,-0.5225522014361301,0.43328794180573177,11.0,277.269,270.213,277.038193464,96,0,1.368421052631579,2.210526315789474,3.0,2.974707334056786,2.083457965754208,764.8623146411958,13.405412915006313,9.640077251960216,10.456573832887942,9.16470379794645,5.141920627464425,5.958417208392151,3.621977411479799,4.599498218845703,2.41476363412136,3.5707780130698428,1.5583854916899134,2.497086815416447,-2.49,37430.74238443653,11.591985557764996,4.314847409507476,1.9088660706621567,109.81807397196779,19.665396437504135,16.869980771050045,10.673137199436969,6.3273200747645415,0.0,5.817862777835028,0.0,14.951935562841626,0.0,0.0,0.0,21.669174519155995,7.04767198267719,6.3273200747645415,4.923311048817671,28.743625665610132,0.0,29.486992252527394,7.04767198267719,10.051919957338482,0.0,29.096278493059202,0.0,0.0,0.0,5.817862777835028,0.0,11.761884949391115,34.41030330134507,7.04767198267719,10.114318268765572,0.0,29.033880181632107,0.0,11.16387793838399,0.0,115.42,4.923311048817671,10.114318268765572,0.0,5.817862777835028,21.215797895722474,11.761884949391115,18.981960224293623,11.614771630468544,0.0,24.91989260473604,0.0,1.5728136810279667,1.1351388888888887,29.204369960947346,11.836795634920637,1.1577031368102801,-0.1992611489040057,0.0,4.273325381078357,0.0,1.6857811318972034,0.1111111111111111,19,1,9,0,0,0,0,3,3,8,1,10,3,0,0,0,3,1.1457999999999997,65.66910000000001,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynestrenol,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,0,10.929663564499874,10.929663564499874,0.028967191043083762,-0.8419464915595869,0.5188295946741248,52.142857142857146,284.443,256.21899999999994,284.214015516,114,0,1.1904761904761905,2.0476190476190474,2.857142857142857,2.7940534686553127,1.6557816708393622,512.4216810339776,14.664925939000156,13.275276241316645,13.275276241316645,10.089265163677693,8.980208960228369,8.980208960228369,8.288742103222981,8.288742103222981,7.768099336326994,7.768099336326994,6.556641240090334,6.556641240090334,-0.74,105497.87086948729,13.890970397813346,4.625643175907127,1.749988433247296,128.75368269911922,5.106527394840706,5.601050810983688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,24.493296155449418,81.45901879097967,5.41499046939678,0.0,5.106527394840706,0.0,0.0,0.0,29.086614654042354,70.3121826170084,0.0,11.64912463690315,0.0,12.343784214475903,0.0,0.0,0.0,0.0,10.707578205824394,0.0,41.430398868518246,64.71113180602472,11.64912463690315,0.0,0.0,0.0,20.23,5.601050810983688,5.106527394840706,0.0,5.41499046939678,5.917906046161393,37.0161830072622,38.524929737556064,5.573104530069267,0.0,18.92019162538015,6.423349895620259,0.0,0.0,0.0,10.929663564499874,0.9034489034811459,5.98177980914588,0.0,19.400411876942137,2.284695845930965,0.0,0.8,21,1,1,4,0,4,0,0,0,1,1,1,0,3,0,3,4,4.313500000000004,85.48580000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guanabenz acetate,N=C(N)NN=Cc1c(Cl)cccc1Cl,0,6.8544340513983375,6.8544340513983375,0.2459018329554039,-0.2459018329554039,0.41216950976615796,10.428571428571429,231.086,223.02199999999996,230.01260161599998,74,0,1.4285714285714286,2.0,2.5,2.0945496176089087,2.852449542581252,355.35407060169507,10.55204176387779,7.089893887466541,8.60175177950345,6.609060905280622,3.681137365552286,4.4370663115707405,2.4190112422104044,3.2334114956916156,1.3783595230221073,2.0375359651021983,0.8004113717198128,1.295446060480467,-1.2599999999999993,1206.4605797427314,10.818492935635792,4.832432008838529,2.9012357611715216,91.20838218803416,5.733667477162185,0.0,0.0,5.959554568743835,0.0,0.0,5.409283605791522,5.425791397110385,5.101407525739723,0.0,29.268246848926644,12.13273413692322,5.563451491696996,16.25986720701797,0.0,35.37603492874418,5.409283605791522,5.425791397110385,10.835075002901908,0.0,0.0,33.80781932456448,0.0,0.0,11.15945887427257,0.0,0.0,23.20187978046503,12.174155148279151,0.0,5.409283605791522,5.563451491696996,23.300508731124552,10.045266627482652,0.0,0.0,74.26,0.0,0.0,0.0,5.959554568743835,15.608718119179649,0.0,6.2146005795353165,18.19910120538483,0.0,10.527198922850108,34.34483086341874,0.0,11.712875094482236,0.0,11.508234126984128,7.874408226253465,-0.2459018329554039,5.1304769778281685,1.4087962962962963,0.0,0.0,0.0,14,4,4,0,0,0,1,0,1,2,3,6,2,0,0,0,1,1.8103700000000003,59.10580000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
